1.2.1	1.450	0.936
1.2.2	1.550	0.936
1.2.3	1.650	0.936
1.2.4	1.750	0.936
1.2.5	1.850	0.936
1.2.6	1.950	0.936
1.2.7	2.050	0.936
1.2.8	2.150	0.936
1.2.9	2.250	0.936
1.2.10	2.350	0.936
1.2.11	2.450	0.936
1.2.12	2.550	0.936
1.2.13	2.650	0.936
1.2.14	2.750	0.936
1.2.15	2.850	0.936
1.2.16	2.950	0.936
1.2.17	3.050	0.936
1.2.18	3.150	0.936
1.2.19	3.250	0.936
1.2.20	3.350	0.936
1.2.21	3.450	0.936
1.2.22	3.550	0.936
1.2.23	3.650	0.936
1.2.24	3.750	0.936
1.2.25	3.850	0.936
1.2.26	3.950	0.936
1.2.27	4.050	0.936
1.2.28	4.150	0.936
1.2.29	4.170	0.936
1.2.30	4.270	0.941
1.2.31	4.369	0.956
1.2.32	4.465	0.981
1.2.33	4.559	1.016
1.2.34	4.649	1.060
1.2.35	4.734	1.113
1.2.36	4.813	1.174
1.2.37	4.886	1.243
1.2.38	4.951	1.318
1.2.39	5.008	1.400
1.2.40	5.057	1.488
1.2.41	5.096	1.579
1.2.42	5.127	1.675
1.2.43	5.147	1.772
1.2.44	5.157	1.872
1.2.45	5.158	1.972
1.2.46	5.148	2.071
1.2.47	5.128	2.169
1.2.48	5.099	2.265
1.2.49	5.059	2.357
1.2.50	5.011	2.444
1.2.51	4.955	2.527
1.2.52	4.890	2.603
1.2.53	4.818	2.672
1.2.54	4.739	2.734
1.2.55	4.654	2.787
1.2.56	4.565	2.831
1.2.57	4.471	2.867
1.2.58	4.375	2.892
1.2.59	4.276	2.908
1.2.60	4.176	2.914
1.2.61	4.170	2.914
1.2.62	4.070	2.914
1.2.63	3.970	2.914
1.2.64	3.870	2.914
1.2.65	3.770	2.914
1.2.66	3.670	2.914
1.2.67	3.570	2.914
1.2.68	3.470	2.914
1.2.69	3.370	2.914
1.2.70	3.270	2.914
1.2.71	3.170	2.914
1.2.72	3.070	2.914
1.2.73	2.970	2.914
1.2.74	2.870	2.914
1.2.75	2.770	2.914
1.2.76	2.670	2.914
1.2.77	2.570	2.914
1.2.78	2.470	2.914
1.2.79	2.370	2.914
1.2.80	2.270	2.914
1.2.81	2.170	2.914
1.2.82	2.070	2.914
1.2.83	1.970	2.914
1.2.84	1.870	2.914
1.2.85	1.770	2.914
1.2.86	1.670	2.914
1.2.87	1.570	2.914
1.2.88	1.470	2.914
1.2.89	1.500	2.914
1.2.90	1.400	2.909
1.2.91	1.301	2.894
1.2.92	1.205	2.869
1.2.93	1.111	2.834
1.2.94	1.021	2.790
1.2.95	0.936	2.737
1.2.96	0.857	2.676
1.2.97	0.784	2.607
1.2.98	0.719	2.532
1.2.99	0.662	2.450
1.2.100	0.613	2.362
1.2.101	0.574	2.271
1.2.102	0.543	2.175
1.2.103	0.523	2.078
1.2.104	0.513	1.978
1.2.105	0.512	1.878
1.2.106	0.522	1.779
1.2.107	0.542	1.681
1.2.108	0.571	1.585
1.2.109	0.611	1.493
1.2.110	0.659	1.406
1.2.111	0.715	1.323
1.2.112	0.780	1.247
1.2.113	0.852	1.178
1.2.114	0.931	1.116
1.2.115	1.016	1.063
1.2.116	1.105	1.019
1.2.117	1.199	0.983
1.2.118	1.295	0.958
1.2.119	1.394	0.942
1.2.120	1.494	0.936
