1.5,0.99875
1.6,0.99875
1.7,0.99875
1.8,0.99875
1.9,0.99875
2.0,0.99875
2.1,0.99875
2.2,0.99875
2.3,0.99875
2.4,0.99875
2.5,0.99875
2.6,0.99875
2.7,0.99875
2.8,0.99875
2.9,0.99875
3.0,0.99875
3.1,0.99875
3.2,0.99875
3.3,0.99875
3.4,0.99875
3.5,0.99875
3.6,0.99875
3.7,0.99875
3.8,0.99875
3.9,0.99875
4.0,0.99875
4.1,0.99875
4.2,0.99875
4.3,0.99875
4.4,0.99875
4.5,0.99875
4.59983383212,1.0037396081
4.69867264462,1.01865870219
4.79553133499,1.04335858728
4.88944453614,1.07759308558
4.97947623794,1.12102099015
5.06472911623,1.17320946559
5.14435347621,1.233638362
5.21755572119,1.30170539921
5.28360626212,1.37673216955
5.34184678925,1.45797089938
5.39169683337,1.54461190194
5.43265955116,1.63579164737
5.46432667713,1.73060136922
5.48638259272,1.82809612196
5.49860747194,1.92730419901
5.5008794724,2.0272368175
5.49317594961,2.12689797323
5.47557368273,2.2252943676
5.44824810927,2.32144530758
5.41147157661,2.41439248005
5.36561062755,2.50320950306
5.31112234705,2.58701115885
5.24854980661,2.66496221661
5.17851665158,2.73628575705
5.10172088544,2.80027091571
5.018927913,2.856279968
4.93096291176,2.90375468529
4.83870260758,2.94222189856
4.74306653656,2.97129821441
4.64500788024,2.99069383624
4.54550396551,3.0002154526
4.5,3.00125
4.4,3.00125
4.3,3.00125
4.2,3.00125
4.1,3.00125
4.0,3.00125
3.9,3.00125
3.8,3.00125
3.7,3.00125
3.6,3.00125
3.5,3.00125
3.4,3.00125
3.3,3.00125
3.2,3.00125
3.1,3.00125
3.0,3.00125
2.9,3.00125
2.8,3.00125
2.7,3.00125
2.6,3.00125
2.5,3.00125
2.4,3.00125
2.3,3.00125
2.2,3.00125
2.1,3.00125
2.0,3.00125
1.9,3.00125
1.8,3.00125
1.7,3.00125
1.6,3.00125
1.5,3.00125
1.40016616788,2.9962603919
1.30132735538,2.98134129781
1.20446866501,2.95664141272
1.11055546386,2.92240691442
1.02052376206,2.87897900985
0.935270883774,2.82679053441
0.855646523789,2.766361638
0.782444278811,2.69829460079
0.716393737883,2.62326783045
0.658153210746,2.54202910062
0.608303166627,2.45538809806
0.567340448838,2.36420835263
0.535673322866,2.26939863078
0.513617407283,2.17190387804
0.501392528058,2.07269580099
0.4991205276,1.9727631825
0.506824050387,1.87310202677
0.524426317274,1.7747056324
0.551751890731,1.67855469242
0.588528423386,1.58560751995
0.634389372448,1.49679049694
0.688877652946,1.41298884115
0.751450193389,1.33503778339
0.821483348424,1.26371424295
0.898279114559,1.19972908429
0.981072086996,1.143720032
1.06903708824,1.09624531471
1.16129739242,1.05777810144
1.25693346344,1.02870178559
1.35499211976,1.00930616376
1.45449603449,0.999784547399
