1.1	4.170	0.758
1.2	4.160	0.758
1.3	4.150	0.758
1.4	4.140	0.758
1.5	4.130	0.758
1.6	4.120	0.758
1.7	4.110	0.758
1.8	4.100	0.758
1.9	4.090	0.758
1.10	4.080	0.758
1.11	4.070	0.758
1.12	4.060	0.758
1.13	4.050	0.758
1.14	4.040	0.758
1.15	4.030	0.758
1.16	4.020	0.758
1.17	4.010	0.758
1.18	4.000	0.758
1.19	3.990	0.758
1.20	3.980	0.758
1.21	3.970	0.758
1.22	3.960	0.758
1.23	3.950	0.758
1.24	3.940	0.758
1.25	3.930	0.758
1.26	3.920	0.758
1.27	3.910	0.758
1.28	3.900	0.758
1.29	3.890	0.758
1.30	3.880	0.758
1.31	3.870	0.758
1.32	3.860	0.758
1.33	3.850	0.758
1.34	3.840	0.758
1.35	3.370	0.758
1.36	3.360	0.758
1.37	3.350	0.758
1.38	3.340	0.758
1.39	3.330	0.758
1.40	3.320	0.758
1.41	3.310	0.758
1.42	3.300	0.758
1.43	3.290	0.758
1.44	3.280	0.758
1.45	3.270	0.758
1.46	3.260	0.758
1.47	3.250	0.758
1.48	3.240	0.758
1.49	3.230	0.758
1.50	3.220	0.758
1.51	3.210	0.758
1.52	3.200	0.758
1.53	3.190	0.758
1.54	3.180	0.758
1.55	3.170	0.758
1.56	3.160	0.758
1.57	3.150	0.758
1.58	3.140	0.758
1.59	3.130	0.758
1.60	3.120	0.758
1.61	3.110	0.758
1.62	3.100	0.758
1.63	3.090	0.758
1.64	3.080	0.758
1.65	3.070	0.758
1.66	3.060	0.758
1.67	3.050	0.758
1.68	3.040	0.758
1.69	2.570	0.758
1.70	2.560	0.758
1.71	2.550	0.758
1.72	2.540	0.758
1.73	2.530	0.758
1.74	2.520	0.758
1.75	2.510	0.758
1.76	2.500	0.758
1.77	2.490	0.758
1.78	2.480	0.758
1.79	2.470	0.758
1.80	2.460	0.758
1.81	2.450	0.758
1.82	2.440	0.758
1.83	2.430	0.758
1.84	2.420	0.758
1.85	2.410	0.758
1.86	2.400	0.758
1.87	2.390	0.758
1.88	2.380	0.758
1.89	2.370	0.758
1.90	2.360	0.758
1.91	2.350	0.758
1.92	2.340	0.758
1.93	2.330	0.758
1.94	2.320	0.758
1.95	2.310	0.758
1.96	2.300	0.758
1.97	2.290	0.758
1.98	2.280	0.758
1.99	2.270	0.758
1.100	2.260	0.758
1.101	2.250	0.758
1.102	2.240	0.758
1.103	1.770	0.758
1.104	1.760	0.758
1.105	1.750	0.758
1.106	1.740	0.758
1.107	1.730	0.758
1.108	1.720	0.758
1.109	1.710	0.758
1.110	1.700	0.758
1.111	1.690	0.758
1.112	1.680	0.758
1.113	1.670	0.758
1.114	1.660	0.758
1.115	1.650	0.758
1.116	1.640	0.758
1.117	1.630	0.758
1.118	1.620	0.758
1.119	1.610	0.758
1.120	1.600	0.758
1.121	1.590	0.758
1.122	1.580	0.758
1.123	1.570	0.758
1.124	1.560	0.758
1.125	1.550	0.758
1.126	1.540	0.758
1.127	1.530	0.758
1.128	1.520	0.758
1.129	1.510	0.758
1.130	1.500	0.758
1.131	1.530	0.758
1.132	1.520	0.758
1.133	1.510	0.758
